
"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"SPALL","","Spiraea alba Du Roi var. latifolia (Aiton) Dippel","white meadowsweet","Rosaceae"
"SPALL","SPLA2","Spiraea latifolia (Aiton) Borkh.","","Rosaceae"
"SPAM","","Sparganium americanum Nutt.","American bur-reed","Sparganiaceae"
"SPAR","","Spergula arvensis L.","corn spurry","Caryophyllaceae"
"SPAR","SPARA3","Spergula arvensis L. ssp. arvensis","","Caryophyllaceae"
"SPAR","SPARS2","Spergula arvensis L. ssp. sativa (Boenn.) Celak.","","Caryophyllaceae"
"SPAR","SPARS","Spergula arvensis L. var. sativa (Boenn.) Mert. & W.D.J. Koch","","Caryophyllaceae"
"SPAR","SPSA6","Spergula sativa Boenn.","","Caryophyllaceae"
"SPARG","","Sparganium L.","bur-reed","Sparganiaceae"
"SPART","","Spartina Schreb.","cordgrass","Poaceae"
"SPAS2","","Spermacoce assurgens Ruiz & Pav.","woodland false buttonweed","Rubiaceae"
"SPAS2","BOLA4","Borreria laevis auct. non (Lam.) Griseb.","","Rubiaceae"
"SPAS2","SPRE","Spermacoce remota Lam.","","Rubiaceae"
"SPAS2","SPSU5","Spermacoce suffrutescens Jacq.","","Rubiaceae"
"SPBA","","Spartina bakeri Merr.","sand cordgrass","Poaceae"
"SPBA","SPBA3","Spartina bakeri (Merr.) P.M. Peterson & Saarela","","Poaceae"
"SPBR","","Spiranthes brevilabris Lindl.","Texas lady's tresses","Orchidaceae"
"SPBR","SPBRB","Spiranthes brevilabris Lindl. var. brevilabris","","Orchidaceae"
"SPBR","SPGRB","Spiranthes gracilis (Bigelow) Beck var. brevilabris (Lindl.) Correll","","Orchidaceae"
"SPCA16","","Sphagnum carolinianum R.E. Andrus","Carolina sphagnum","Sphagnaceae"
"SPCA16","SPSUC3","Sphagnum subsecundum Nees var. carolinianum (R.E. Andrus) H.A. Crum","","Sphagnaceae"
"SPCE","","Spiranthes cernua (L.) Rich.","nodding lady's tresses","Orchidaceae"
"SPCE","IBCE","Ibidium cernuum (L.) House","","Orchidaceae"
"SPCE","SPCEI","Spiranthes cernua (L.) Rich. var. incurva Jennings","","Orchidaceae"
"SPCL","","Sporobolus clandestinus (Biehler) Hitchc.","rough dropseed","Poaceae"
"SPCL","SPASC","Sporobolus asper (P. Beauv.) Kunth var. canovirens (Nash) Shinners","","Poaceae"
"SPCL","SPASC2","Sporobolus asper (P. Beauv.) Kunth var. clandestinus (Biehler) Shinners","","Poaceae"
"SPCL","SPCA12","Sporobolus canovirens Nash","","Poaceae"
"SPCL","SPCLC","Sporobolus clandestinus (Biehler) Hitchc. var. canovirens (Nash) Steyerm. & Kucera","","Poaceae"
"SPCL","SPCOC3","Sporobolus compositus (Poir.) Merr. var. clandestinus (Biehler) Wipff & S.D. Jones","","Poaceae"
"SPCL","SPLO4","Sporobolus longifolius (Torr.) Alph. Wood","","Poaceae"
"SPCO12","","Spiraea corymbosa Raf.","shinyleaf meadowsweet","Rosaceae"
"SPCO12","SPBEC2","Spiraea betulifolia Pall. ssp. corymbosa (Raf.) Roy L. Taylor & MacBryde","","Rosaceae"
"SPCO12","SPBEC","Spiraea betulifolia Pall. var. corymbosa (Raf.) Maxim.","","Rosaceae"
"SPCO16","","Sporobolus compositus (Poir.) Merr.","composite dropseed","Poaceae"
"SPCO70","","Sphagnum compactum DC.","low sphagnum","Sphagnaceae"
"SPCO70","SPCOE3","Sphagnum compactum DC. var. expositum Maass","","Sphagnaceae"
"SPCOD3","","Sporobolus compositus (Poir.) Merr. var. drummondii (Trin.) Kartesz & Gandhi","Drummond's dropseed","Poaceae"
"SPCOD3","SPASD","Sporobolus asper (P. Beauv.) Kunth var. drummondii (Trin.) Vasey","","Poaceae"
"SPCOD3","SPASP","Sporobolus asper (P. Beauv.) Kunth var. pilosus (Vasey) Hitchc.","","Poaceae"
"SPCOD3","SPAT2","Sporobolus attenuatus Nash","","Poaceae"
"SPCOD3","SPDR","Sporobolus drummondii (Trin.) Vasey","","Poaceae"
"SPCOD3","SPPI","Sporobolus pilosus Vasey","","Poaceae"
"SPCR","","Sporobolus cryptandrus (Torr.) A. Gray","sand dropseed","Poaceae"
"SPCR","AGCR2","Agrostis cryptandra Torr.","","Poaceae"
"SPCR","SPCRF","Sporobolus cryptandrus (Torr.) A. Gray ssp. fuscicola (Hook.) E.K. Jones & Fassett","","Poaceae"
"SPCR","SPCRF2","Sporobolus cryptandrus (Torr.) A. Gray var. fuscicola (Hook.) Pohl","","Poaceae"
"SPCR","SPCRO","Sporobolus cryptandrus (Torr.) A. Gray var. occidentalis E.K. Jones & Fassett","","Poaceae"
"SPCU","","Sporobolus curtissii (Vasey ex Beal) Small ex Scribn.","Curtis' dropseed","Poaceae"
"SPCY","","Spartina cynosuroides (L.) Roth","big cordgrass","Poaceae"
"SPCY","SPCYP","Spartina cynosuroides (L.) Roth var. polystachya (Michx.) Beal ex Fernald","","Poaceae"
"SPCY","SPCY4","Sporobolus cynosuroides (L.)  P.M. Peterson & Saarela","","Poaceae"
"SPDI2","","Spermolepis divaricata (Walter) Raf. ex Ser.","roughfruit scaleseed","Apiaceae"
"SPDO2","","Sporobolus domingensis (Trin.) Kunth","coral dropseed","Poaceae"
"SPDO2","VIDO5","Vilfa domingensis Trin.","","Poaceae"
"SPEA","","Spiranthes eatonii Ames ex P.M. Brown","Eaton's lady's tresses","Orchidaceae"
"SPEC","","Spergularia echinosperma (Celak.) Asch. & Graebn.","bristleseed sandspurry","Caryophyllaceae"
"SPEC","SPSAB","Spergularia salsuginea (Bunge) Fenzl var. bracteata B.L. Rob.","","Caryophyllaceae"
"SPEC2","","Spermolepis echinata (Nutt. ex DC.) A. Heller","bristly scaleseed","Apiaceae"
"SPEC2","APEC","Apium echinatum (Nutt. ex DC.) Benth. & Hook. f. ex S. Watson","","Apiaceae"
"SPERG","","Spergula L.","spurry","Caryophyllaceae"
"SPERG2","","Spergularia (Pers.) J. Presl & C. Presl","sandspurry","Caryophyllaceae"
"SPERM","","Spermacoce L.","false buttonweed","Rubiaceae"
"SPERM2","","Spermolepis Raf.","scaleseed","Apiaceae"
"SPFI","","Sphenopholis filiformis (Chapm.) Scribn.","longleaf wedgescale","Poaceae"
"SPFL10","","Spiranthes floridana (Wherry) Cory","Florida lady's tresses","Orchidaceae"
"SPFL10","IBFL","Ibidium floridanum Wherry","","Orchidaceae"
"SPFL10","SPBRF","Spiranthes brevilabris Lindl. var. floridana (Wherry) Luer","","Orchidaceae"
"SPFL10","SPGRF","Spiranthes gracilis (Bigelow) Beck var. floridana (Wherry) Correll","","Orchidaceae"
"SPFL3","","Sporobolus floridanus Chapm.","Florida dropseed","Poaceae"
"SPGL2","","Spermacoce glabra Michx.","smooth false buttonweed","Rubiaceae"
"SPHAG2","","Sphagnum L.","sphagnum","Sphagnaceae"
"SPHE","","Sporobolus heterolepis (A. Gray) A. Gray","prairie dropseed","Poaceae"
"SPHEN","","Sphenopholis Scribn.","wedgescale","Poaceae"
"SPHEN5","","Sphenoclea Gaertn.","sphenoclea","Sphenocleaceae"
"SPIGE","","Spigelia L.","pinkroot","Loganiaceae"
"SPIN","","Spermolepis inermis (Nutt. ex DC.) Mathias & Constance","Red River scaleseed","Apiaceae"
"SPIN","APPA2","Apiastrum patens (Nutt. ex DC.) J.M. Coult. & Rose","","Apiaceae"
"SPIN","SPPA8","Spermolepis patens (Nutt. ex DC.) B.L. Rob.","","Apiaceae"
"SPIN3","","Sphenopholis intermedia (Rydb.) Rydb.","slender wedgescale","Poaceae"
"SPIN3","SPINP","Sphenopholis intermedia (Rydb.) Rydb. var. pilosa Dore","","Poaceae"
"SPIN3","SPOBM","Sphenopholis obtusata (Michx.) Scribn. var. major (Torr.) K.S. Erdman","","Poaceae"
"SPIN4","","Sporobolus indicus (L.) R. Br.","smut grass","Poaceae"
"SPIN4","SPTE12","Sporobolus tenacissimus auct.","","Poaceae"
"SPINI2","","Sporobolus indicus (L.) R. Br. var. indicus","smut grass","Poaceae"
"SPINI2","AGIN6","Agrostis indica L.","","Poaceae"
"SPINI2","SPAN6","Sporobolus angustus Buckley","","Poaceae"
"SPINI2","SPBE4","Sporobolus berterianus (Trin.) Hitchc. & Chase","","Poaceae"
"SPINI2","SPPO2","Sporobolus poiretii (Roem. & Schult.) Hitchc.","","Poaceae"
"SPINP2","","Sporobolus indicus (L.) R. Br. var. pyramidalis (P. Beauv.) Veldkamp","West Indian dropseed","Poaceae"
"SPINP2","SPJA2","Sporobolus jacquemontii Kunth","","Poaceae"
"SPIRA","","Spiraea L.","spirea","Rosaceae"
"SPIRA2","","Spiranthes Rich.","lady's tresses","Orchidaceae"
"SPIRO","","Spirodela Schleid.","duckmeat","Lemnaceae"
"SPJA","","Spiraea japonica L. f.","Japanese meadowsweet","Rosaceae"
"SPJA","SPJAA","Spiraea japonica L. f. var. alpina Maxim.","","Rosaceae"
"SPJAF","","Spiraea japonica L. f. var. fortunei (Planch.) Rehder","fortune meadowsweet","Rosaceae"
"SPJU","","Sporobolus junceus (P. Beauv.) Kunth","pineywoods dropseed","Poaceae"
"SPJU","SPGR4","Sporobolus gracilis (Trin.) Merr.","","Poaceae"
"SPLA3","","Spiranthes laciniata (Small) Ames","lacelip lady's tresses","Orchidaceae"
"SPLA3","IBLA","Ibidium laciniatum (Small) House","","Orchidaceae"
"SPLA4","","Spiranthes lacera (Raf.) Raf.","northern slender lady's tresses","Orchidaceae"
"SPLAG","","Spiranthes lacera (Raf.) Raf. var. gracilis (Bigelow) Luer","northern slender lady's tresses","Orchidaceae"
"SPLAG","IBBE","Ibidium beckii (Lindl.) House","","Orchidaceae"
"SPLAG","IBGR","Ibidium gracile (Bigelow) House","","Orchidaceae"
"SPLAG","SPBE3","Spiranthes beckii Lindl.","","Orchidaceae"
"SPLAG","SPGR8","Spiranthes gracilis (Bigelow) Beck","","Orchidaceae"
"SPLO2","","Spiranthes longilabris Lindl.","giantspiral lady's tresses","Orchidaceae"
"SPLO2","IBLO","Ibidium longilabre (Lindl.) House","","Orchidaceae"
"SPMA3","","Spigelia marilandica (L.) L.","woodland pinkroot","Loganiaceae"
"SPMA5","","Spiranthes magnicamporum Sheviak","Great Plains lady's tresses","Orchidaceae"
"SPNI","","Sphenopholis nitida (Biehler) Scribn.","shiny wedgescale","Poaceae"
"SPOB","","Sphenopholis obtusata (Michx.) Scribn.","prairie wedgescale","Poaceae"
"SPOB","AIOB","Aira obtusata Michx.","","Poaceae"
"SPOB","SPOBL","Sphenopholis obtusata (Michx.) Scribn. var. lobata (Trin.) Scribn.","","Poaceae"
"SPOB","SPOBP","Sphenopholis obtusata (Michx.) Scribn. var. pubescens (Scribn. & Merr.) Scribn.","","Poaceae"
"SPOD","","Spiranthes odorata (Nutt.) Lindl.","marsh lady's tresses","Orchidaceae"
"SPOD","SPCEO2","Spiranthes cernua (L.) Rich. var. odorata (Nutt.) Correll","","Orchidaceae"
"SPORO","","Sporobolus R. Br.","dropseed","Poaceae"
"SPOV","","Spiranthes ovalis Lindl.","October lady's tresses","Orchidaceae"
"SPOVE","","Spiranthes ovalis Lindl. var. erostellata Catling","October lady's tresses","Orchidaceae"
"SPPA","","Spartina patens (Aiton) Muhl.","saltmeadow cordgrass","Poaceae"
"SPPA","SPPAJ","Spartina patens (Aiton) Muhl. var. juncea (Michx.) Hitchc.","","Poaceae"
"SPPA","SPPAM","Spartina patens (Aiton) Muhl. var. monogyna (M.A. Curtis) Fernald","","Poaceae"
"SPPA","SPPU10","Spartina pumila Roth","","Poaceae"
"SPPA","SPPU9","Sporobolus pumilus (Roth) P.M. Peterson & Saarela","","Poaceae"
"SPPE3","","Sphenopholis pensylvanica (L.) Hitchc.","swamp wedgescale","Poaceae"
"SPPE3","TRPE6","Trisetum pensylvanicum (L.) P. Beauv. ex Roem. & Schult.","","Poaceae"
"SPPI3","","Sporobolus pinetorum A. Weakley & P.M. Peterson","Carolina dropseed","Poaceae"
"SPPO","","Spirodela polyrrhiza (L.) Schleid.","common duckmeat","Lemnaceae"
"SPPO","LEPO21","Lemna polyrrhiza L.","","Lemnaceae"
"SPPO","SPPO8","Spirodela polyrhiza (L.) Schleiden, orth. var.","","Lemnaceae"
"SPPO","SPPOM","Spirodela polyrrhiza (L.) Schleid. var. masonii Daubs","","Lemnaceae"
"SPPR","","Spiraea prunifolia Siebold & Zucc.","bridalwreath spirea","Rosaceae"
"SPPR","SPPRP","Spiraea prunifolia Siebold & Zucc. var. plena C.K. Schneid.","","Rosaceae"
"SPPR2","","Spiranthes praecox (Walter) S. Watson","greenvein lady's tresses","Orchidaceae"
"SPPR2","IBPR","Ibidium praecox (Walter) House","","Orchidaceae"
"SPSA2","","Spiraea salicifolia L.","willowleaf meadowsweet","Rosaceae"
"SPSA5","","Spergularia salina J. Presl & C. Presl","salt sandspurry","Caryophyllaceae"
"SPSA5","SPAL4","Spergularia alata Wiegand","","Caryophyllaceae"
"SPSA5","SPLE3","Spergularia leiosperma (Kindb.) F. Schmidt","","Caryophyllaceae"
"SPSA5","SPMA2","Spergularia marina (L.) Griseb.","","Caryophyllaceae"
"SPSA5","SPMAL3","Spergularia marina (L.) Griseb. var. leiosperma (Kindb.) Guerke","","Caryophyllaceae"
"SPSA5","SPMAS","Spergularia marina (L.) Griseb. var. simonii O. Deg. & I. Deg.","","Caryophyllaceae"
"SPSA5","SPMAT","Spergularia marina (L.) Griseb. var. tenuis (Greene) R.P. Rossb.","","Caryophyllaceae"
"SPSA5","SPSAT","Spergularia salina J. Presl & C. Presl var. tenuis (Greene) Jeps.","","Caryophyllaceae"
"SPSA5","SPSP5","Spergularia sparsiflora (Greene) A. Nelson","","Caryophyllaceae"
"SPSA5","SPTEI","Spergularia tenuis (Greene) B.L. Rob. var. involucrata B.L. Rob.","","Caryophyllaceae"
"SPSA5","TIMA","Tissa marina (L.) Britton","","Caryophyllaceae"
"SPSA5","TITE3","Tissa tenuis Greene","","Caryophyllaceae"
"SPSI2","","Sporobolus silveanus Swallen","Silveus' dropseed","Poaceae"
"SPST9","","Sphagnum strictum Sull.","sphagnum","Sphagnaceae"
"SPST9","SPGA","Sphagnum garberi Lesq. & James","","Sphagnaceae"
"SPTE","","Spermacoce tenuior L.","slender false buttonweed","Rubiaceae"
"SPTE","SPRI3","Spermacoce riparia Cham. & Schltdl.","","Rubiaceae"
"SPTE4","","Sporobolus teretifolius Harper","wireleaf dropseed","Poaceae"
"SPTH2","","Spiraea thunbergii Siebold ex Blume","Thunberg's meadowsweet","Rosaceae"
"SPTO2","","Spiraea tomentosa L.","steeplebush","Rosaceae"
"SPTO2","SPTOR","Spiraea tomentosa L. var. rosea (Raf.) Fernald","","Rosaceae"
"SPTO2","SPTOT","Spiraea tomentosa L. var. tomentosa","","Rosaceae"
"SPTU","","Spiranthes tuberosa Raf.","little lady's tresses","Orchidaceae"
"SPTU","SPGR6","Spiranthes grayi Ames","","Orchidaceae"
"SPTU","SPTUG","Spiranthes tuberosa Raf. var. grayi (Ames) Fernald","","Orchidaceae"
"SPVA","","Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood","poverty dropseed","Poaceae"
"SPVAO","","Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. ozarkanus (Fernald) Shinners","Ozark dropseed","Poaceae"
"SPVAO","SPNEO","Sporobolus neglectus Nash var. ozarkanus (Fernald) Steyerm. & Kucera","","Poaceae"
"SPVAO","SPOZ","Sporobolus ozarkanus Fernald","","Poaceae"
"SPVAV2","","Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. vaginiflorus","poverty dropseed","Poaceae"
"SPVAV2","SPVAI","Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. inaequalis Fernald","","Poaceae"
"SPVE","","Spiranthes vernalis Engelm. & A. Gray","spring lady's tresses","Orchidaceae"
"SPVE","IBVE","Ibidium vernale (Engelm. & A. Gray) House","","Orchidaceae"
"SPVI2","","Spiraea virginiana Britton","Virginia meadowsweet","Rosaceae"
"SPVI2","SPVIS","Spiraea virginiana Britton var. serrulata Rehder","","Rosaceae"
"SPVI3","","Sporobolus virginicus (L.) Kunth","seashore dropseed","Poaceae"
"SPVI3","AGVI8","Agrostis virginica L.","","Poaceae"
"SPZE","","Sphenoclea zeylanica Gaertn.","chickenspike","Sphenocleaceae"
"STACH","","Stachys L.","hedgenettle","Lamiaceae"
"STAL4","","Stellaria alsine Grimm","bog chickweed","Caryophyllaceae"
"STAL4","ALUL","Alsine uliginosa (Murray) Britton","","Caryophyllaceae"
"STAL4","STUL","Stellaria uliginosa Murray","","Caryophyllaceae"
"STAM4","","Styrax americanus Lam.","American snowbell","Styracaceae"
"STAM4","STAMP2","Styrax americanus Lam. var. pulverulentus (Michx.) Perkins ex Rehder","","Styracaceae"
"STAM4","STPU6","Styrax pulverulentus Michx.","","Styracaceae"
"STAPH","","Staphylea L.","bladdernut","Staphyleaceae"
"STAQ2","","Stillingia aquatica Chapm.","water toothleaf","Euphorbiaceae"
"STAQ3","","Stylisma aquatica (Walter) Raf.","water dawnflower","Convolvulaceae"
"STAQ3","BOAQ","Bonamia aquatica (Walter) A. Gray","","Convolvulaceae"
"STAQ3","BOMI2","Bonamia michauxii (Fernald & B.G. Schub.) K.A. Wilson","","Convolvulaceae"
"STAQ3","BRAQ2","Breweria aquatica (Walter) A. Gray","","Convolvulaceae"
"STAQ3","BRMI7","Breweria michauxii Fernald & B.G. Schub.","","Convolvulaceae"
"STAS","","Stachys aspera Michx.","hyssopleaf hedgenettle","Lamiaceae"
"STAS","STAM8","Stachys ambigua (A. Gray) Britton","","Lamiaceae"
"STAS","STGR9","Stachys grayana House","","Lamiaceae"
"STAS","STHYA","Stachys hyssopifolia Michx. var. ambigua A. Gray","","Lamiaceae"
"STAS","STTEA","Stachys tenuifolia Willd. var. aspera (Michx.) Fernald","","Lamiaceae"
"STBI2","","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","sidebeak pencilflower","Fabaceae"
"STBI2","STBIH","Stylosanthes biflora (L.) Britton, Sterns & Poggenb. var. hispidissima (Michx.) Pollard & Ball","","Fabaceae"
"STBI2","STFL3","Stylosanthes floridana S.F. Blake","","Fabaceae"
"STBI2","STRI3","Stylosanthes riparia Kearney","","Fabaceae"
"STBI2","STRIS","Stylosanthes riparia Kearney var. setifera Fernald","","Fabaceae"
"STCA6","","Stylodon carneus (Medik.) Moldenke","Carolina false vervain","Verbenaceae"
"STCA6","STCA21","Stylodon carolinensis (Walter) Small","","Verbenaceae"
"STCA6","VECA12","Verbena carnea Medik.","","Verbenaceae"
"STCA6","VECA11","Verbena carolinensis (Walter) J.G. Gmel.","","Verbenaceae"
"STCO9","","Stachys cordata Riddell","heartleaf hedgenettle","Lamiaceae"
"STCO9","STNU2","Stachys nuttallii Shuttlw. ex Benth.","","Lamiaceae"
"STCO9","STRI4","Stachys riddellii House","","Lamiaceae"
"STCO9","STSA4","Stachys salvioides Small","","Lamiaceae"
"STCO9","STSU","Stachys subcordata Rydb.","","Lamiaceae"
"STDI3","","Stylophorum diphyllum (Michx.) Nutt.","celandine poppy","Papaveraceae"
"STDU2","","Stenandrium dulce (Cav.) Nees","sweet shaggytuft","Acanthaceae"
"STDUD","","Stenandrium dulce (Cav.) Nees var. dulce","sweet shaggytuft","Acanthaceae"
"STDUD","CRFA3","Crossandra fascicularis auct. non Benth.","","Acanthaceae"
"STDUD","GEDU2","Gerardia dulcis (Cav.) Nees","","Acanthaceae"
"STDUD","RUDU3","Ruellia dulcis Cav.","","Acanthaceae"
"STDUD","STFA","Stenandrium fasciculare auct. non (Benth.) Wassh.","","Acanthaceae"
"STEIN","","Steinchisma Raf.","gaping grass","Poaceae"
"STELL","","Stellaria L.","starwort","Caryophyllaceae"
"STENA","","Stenandrium Nees","shaggytuft","Acanthaceae"
"STENA2","","Stenanthium (A. Gray) Kunth","featherbells","Liliaceae"
"STENA3","","Stenaria Raf. ex Steud.","diamond-flowers","Rubiaceae"
"STENO3","","Stenotaphrum Trin.","St. Augustine grass","Poaceae"
"STEP","","Stachys eplingii J.B. Nelson","Epling's hedgenettle","Lamiaceae"
"STEWA","","Stewartia L.","stewartia","Theaceae"
"STFL4","","Stachys floridana Shuttlw. ex Benth.","Florida hedgenettle","Lamiaceae"
"STGR","","Stellaria graminea L.","grass-like starwort","Caryophyllaceae"
"STGR","ALGR5","Alsine graminea (L.) Britton","","Caryophyllaceae"
"STGR","STGRL","Stellaria graminea L. var. latifolia Peterm.","","Caryophyllaceae"
"STGR2","","Stenanthium gramineum (Ker Gawl.) Morong","eastern featherbells","Liliaceae"
"STGR4","","Styrax grandifolius Aiton","bigleaf snowbell","Styracaceae"
"STGRG2","","Stenanthium gramineum (Ker Gawl.) Morong var. gramineum","eastern featherbells","Liliaceae"
"STGRG2","HEGR14","Helonias graminea Ker Gawl.","","Liliaceae"
"STGRM","","Stenanthium gramineum (Ker Gawl.) Morong var. micranthum Fernald","eastern featherbells","Liliaceae"
"STHE9","","Strophostyles helvola (L.) Elliott","amberique-bean","Fabaceae"
"STHE9","STHE4","Strophostyles helvula (L.) Elliott, orth. var.","","Fabaceae"
"STHE9","STHEM","Strophostyles helvula (L.) Elliott var. missouriensis (S. Watson) Britton, orth. var.","","Fabaceae"
"STHI3","","Steinchisma hians (Elliott) Nash","gaping grass","Poaceae"
